Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-08-30,123.21,123.53,121.62,121.81,1349165.0,0.0,1.0,117.01587323949015,117.31978590434396,115.50580718599782,115.68625533075478,1349165.0
2017-08-29,122.6,123.96,122.28,123.01,1476237.0,0.0,1.0,116.43653972211258,117.72816854774123,116.13262705725879,116.82592782395653,1476237.0
2017-08-28,124.92,125.5112,122.42,123.23,2534881.0,0.0,1.0,118.63990654230265,119.20138519062004,116.26558884813232,117.03486778104352,2534881.0
2017-08-25,125.99,126.69,125.56,126.47,1332234.0,0.0,1.0,119.65611451540754,120.32092346977524,119.24773187201025,120.11198351268825,1332234.0
2017-08-24,127.33,127.37,125.51,125.57,1045112.0,0.0,1.0,120.92874879948283,120.96673788258957,119.20024551812685,119.25722914278693,1045112.0
2017-08-23,127.75,128.22,126.99,127.16,946955.0,0.0,1.0,121.32763417210346,121.77400589860747,120.60584159307567,120.76729519627925,946955.0
2017-08-22,127.92,128.09,127.435,127.77,1113622.0,0.0,1.0,121.48908777530704,121.65054137851062,121.028470142638,121.34662871365681,1113622.0
2017-08-21,128.07,128.07,126.9208,127.45,1063816.0,0.0,1.0,121.63154683695726,121.63154683695726,120.54012047930104,121.04271604880302,1063816.0
2017-08-18,128.27,128.53,127.52,127.89,1246905.0,0.0,1.0,121.8214922524909,122.06842129268459,121.10919694423978,121.460595962977,1246905.0
2017-08-17,129.64,129.64,128.05,128.19,1622095.0,0.0,1.0,123.12261834889621,123.12261834889621,121.6125522954039,121.74551408627742,1622095.0
2017-08-16,129.62,130.37,129.0,129.47,1424061.0,0.0,1.0,123.10362380734286,123.81591911559396,122.51479301918862,122.96116474569264,1424061.0
2017-08-15,129.0,129.42,128.66,129.05,1139473.0,0.0,1.0,122.51479301918862,122.91367839180921,122.19188581278145,122.56227937307203,1139473.0
2017-08-14,128.33,129.06,128.22,128.79,1092726.0,0.0,1.0,121.87847587715098,122.57177664384871,121.77400589860747,122.3153503328783,1092726.0
2017-08-11,129.94,130.36,128.04,128.18,1535138.0,0.0,1.0,123.40753647219665,123.80642184481728,121.60305502462721,121.73601681550076,1535138.0
2017-08-10,129.72,130.18,129.2,129.69,2422154.0,0.0,1.0,123.19859651510967,123.63547097083702,122.70473843472223,123.17010470277962,2422154.0
2017-08-09,128.87,130.18,128.34,130.15,1605075.0,0.0,1.0,122.39132849909177,123.63547097083702,121.88797314792765,123.60697915850697,1605075.0
2017-08-08,128.75,129.16,128.45,128.55,1041892.0,0.0,1.0,122.27736124977159,122.66674935161551,121.99244312647113,122.08741583423797,1041892.0
2017-08-07,129.27,129.855,128.62,128.8,1008321.0,0.0,1.0,122.77121933015901,123.32680967059486,122.15389672967473,122.324847603655,1008321.0
2017-08-04,129.82,130.0,128.97,129.69,1952516.0,0.0,1.0,123.29356922287647,123.46452009685675,122.48630120685857,123.17010470277962,1952516.0
2017-08-03,128.79,129.85,128.51,129.56,1081181.0,0.0,1.0,122.3153503328783,123.32206103520652,122.04942675113122,123.04664018268276,1081181.0
2017-08-02,129.02,129.91,128.56,128.73,1402260.0,0.0,1.0,122.53378756074198,123.37904465986661,122.09691310501464,122.2583667082182,1402260.0
2017-08-01,128.5,129.25,128.14,129.21,1518986.0,0.0,1.0,122.03992948035454,122.75222478860564,121.69802773239401,122.71423570549894,1518986.0
2017-07-31,127.51,128.27,127.34,128.09,1077258.0,0.0,1.0,121.0996996734631,121.8214922524909,120.93824607025952,121.65054137851062,1077258.0
2017-07-28,126.11,127.47,125.725,127.21,1277677.0,0.0,1.0,119.77008176472772,121.06171059035638,119.4044368398255,120.81478155016266,1277677.0
2017-07-27,125.31,126.235,124.86,125.88,1694031.0,0.0,1.0,119.01030010259322,119.88879764943624,118.58292291764256,119.55164453686405,1694031.0
2017-07-26,127.31,127.57,125.7,126.0,1288911.0,0.0,1.0,120.90975425792948,121.15668329812318,119.3806936628838,119.66561178618423,1288911.0
2017-07-25,127.79,128.21,127.19,127.46,1578172.0,0.0,1.0,121.36562325521018,121.7645086278308,120.7957870086093,121.05221331957969,1578172.0
2017-07-24,125.25,126.58,125.2,126.38,1392792.0,0.0,1.0,118.95331647793313,120.21645349123175,118.90583012404973,120.02650807569812,1392792.0
2017-07-21,124.38,125.2,123.53,125.15,1373057.0,0.0,1.0,118.12705392036186,118.90583012404973,117.31978590434396,118.85834377016633,1373057.0
2017-07-20,123.28,125.41,122.89,124.57,2219351.0,0.0,1.0,117.08235413492692,119.10527281036003,116.71196057463635,118.3075020651188,2219351.0
2017-07-19,125.97,126.58,124.59,126.46,1324127.0,0.0,1.0,119.63711997385418,120.21645349123175,118.32649660667217,120.10248624191156,1324127.0
2017-07-18,126.05,126.09,125.07,125.53,1407679.0,0.0,1.0,119.71309814006763,119.75108722317437,118.78236560395287,119.2192400596802,1407679.0
2017-07-17,126.04,126.28,125.45,126.23,937396.0,0.0,1.0,119.70360086929097,119.9315353679313,119.14326189346676,119.8840490140479,937396.0
2017-07-14,125.25,125.97,124.62,125.72,1382377.0,0.0,1.0,118.95331647793313,119.63711997385418,118.35498841900221,119.39968820443715,1382377.0
2017-07-13,125.25,125.675,124.7648,125.43,886707.0,0.0,1.0,118.95331647793313,119.35695048594208,118.49250889984854,119.1242673519134,886707.0
2017-07-12,125.61,125.9,124.98,125.25,1034520.0,0.0,1.0,119.29521822589366,119.57063907841743,118.69689016696275,118.95331647793313,1034520.0
2017-07-11,125.96,126.02,124.35,125.05,937740.0,0.0,1.0,119.62762270307749,119.68460632773758,118.09856210803181,118.7633710623995,937740.0
2017-07-10,126.57,126.98,125.77,125.77,1518082.0,0.0,1.0,120.20695622045506,120.596344322299,119.44717455832055,119.44717455832055,1518082.0
2017-07-07,126.79,127.28,126.01,127.17,987142.0,0.0,1.0,120.41589617754205,120.88126244559943,119.67510905696092,120.77679246705594,987142.0
2017-07-06,126.51,127.05,126.0,126.18,1014593.0,0.0,1.0,120.14997259579498,120.66282521773576,119.66561178618423,119.8365626601645,1014593.0
2017-07-05,127.47,127.47,126.13,126.37,1402623.0,0.0,1.0,121.06171059035638,121.06171059035638,119.78907630628107,120.01701080492144,1402623.0
2017-07-03,126.98,128.24,126.69,127.34,932749.0,0.0,1.0,120.596344322299,121.79300044016085,120.32092346977524,120.93824607025952,932749.0
2017-06-30,126.52,126.92,125.8,126.53,1186460.0,0.0,1.0,120.15946986657165,120.53936069763891,119.4756663706506,120.16896713734833,1186460.0
